,ID,ID3O,Complexity,Tourney
0,"[0.9756137571175885, 0]","[0.6244243029696642, 11, 10.0]","[0.6194283623685428, 22]",[0.41975261518831086]
1,4.24717588549627e-22*(0.472481455023767*x1 - x3/2 - x4 + exp(2*x1 + 2*x2 - 2*x3 + 19.8368938265888*(0.0159237814751003*x15 + 0.0159237814751003*exp(x11) + 0.0159237814751003*exp(x19) + 0.0159237814751003*exp(x1*x18*x23) - 1)**2)/2)**2 - 0.000791140079784357,-0.342565753135506*x1 + 0.342565753135506*x3 + 0.0551529558011452*x4**3 - 0.0584931423054055,-0.24697061257819*x1 + 0.377143653673913*x3 + 0.188571826836956*x4**2 - 0.188571826836956*(x1 + x14)*exp(-exp(-1/x3)) - 0.156334027604295,153.403226229229 - 56.331843406962*exp(exp(-(x1*(x0 + 2*x1 + 3.47292355015413) - x3)*exp(-sqrt(exp(sqrt(x1**8)))))**(-1/128))
2,0.970107352703084,0.6524447002472857,0.674616260753796,0.5601760643612543
3,12.09638477883597,10.007953716822293,10.275169096322228,9.179917952844427
