Ideal,Close,Far
0.0,0.011117739993835585,0.07963272739091742
0.000703184034301807,0.012961614716430092,0.19200473990733724
0.020785842626768636,0.028194583615057667,0.18922462166783005
0.0,0.020474152612718788,0.0032574706235627415
0.007779670551665396,0.02348636541026905,0.0019616973735739895
0.008005275982196913,0.040498179174665694,0.0026125030530397275
0.009569279449726631,0.010538720979783589,0.0
0.01071372282104388,0.017694599348894724,0.03852155149741021
0.012941208365210288,0.024638391849590602,0.03216718798035412
0.01335700845776544,0.0,0.03216718798035423
0.01886077831835986,0.02644769981437245,0.007169870209276508
0.08555627309787028,0.04002534379285738,0.00779362612140988
0.1690520405806465,0.03606155109958187,0.008705692039955859
0.17125936708026268,0.13015541922255613,0.00871663186052285
4.1560118576700056e-05,0.12316760435659924,0.011612901252591512
0.0,0.1622072986348323,0.02691724371512938
0.0021633532422564716,0.06512795369413926,0.0014244359245438876
0.009190354226473851,0.07020074519437502,0.007465789725641048
0.01309552711307993,0.17319617851611957,0.007825368530289367
0.021827244669779367,0.22127873823198507,0.011978375090188731
0.0003789595108455446,0.3277773823500444,0.013850262362882781
0.0003212079034843329,0.01874805529291068,0.02619643985804143
0.0002787622120852262,0.0259355733473855,0.030210663986613873
0.004268572496753387,0.05092852215839705,0.0
0.0,0.05725400913966716,0.05785737920947376
9.27138100780267e-05,0.14114460941513107,0.09303172236305646
0.002070445288335221,0.261325788220269,0.0
0.0028313368653088977,0.13842626232383015,0.03751294162278296
0.004974094540969531,0.007958131147616676,0.24253575427897756
0.02784929719344653,0.008242092358685893,0.3166875392821725
0.00549661714689198,0.007656060814450583,0.32439415974921204
0.004419745017975263,0.07461832113110667,0.377361878935234
0.013636442596071996,0.0,0.4001727745439252
0.016514192222673918,1.313614471643021e-07,0.4311483550386168
0.016623012578042218,1.313614469422575e-07,0.4450790004592301
0.023462480104357253,3.231848203499865e-07,0.0
0.0,1.3349678440466306e-07,0.0016593638971951208
0.0041045386771148,9.395837700876264e-06,0.0
0.05224756292218791,2.1177169620689718e-05,0.0023131948025654214
0.052247562922187685,0.00018760109366688926,0.004717819531600886
0.017994147484996836,0.004851677448874381,0.05707359997793038
0.017994147484993173,0.0,0.044983562693551415
0.0555198337408509,0.01552744254440741,0.081841962836667
0.007975516040311548,0.10897900508881853,0.13999539175371145
0.24940456214179552,0.11425782715210142,0.1459409793299702
0.0,0.20293233046124626,0.16315148843689964
0.0023512954951488974,0.008423056246094962,0.2688969458274608
0.004049615911873916,0.001523538993024376,0.504703033865079
0.007296950585010897,0.0,0.41604524434255485
0.007850742713821468,0.08410887659915212,0.45047291562423997
0.07398440190936295,0.10500893457338911,0.021996924983145094
0.05410747496074053,0.22394023301728405,0.015486789725698724
0.0,0.6562168815875438,0.01637828118927731
0.042107084344269685,0.0,0.039962106222417915
0.04160060498436724,5.440092820663267e-15,0.05824338205066659
0.0008920131127388986,8.326672684688674e-15,0.060400583752944215
0.0,1.9977162257767134e-08,0.10132777872915644
0.0009280521477786907,0.0003267983037418265,0.11838730750026527
0.025404954868253227,0.8468493599222474,0.10201972254845226
0.08997014417637839,0.04739705320196008,0.1720469047087705
0.0,0.08976901388601322,0.2375691457691994
0.0009797432105372872,0.3448688170447015,0.8541935646885752
0.0010301890361588129,0.02128878022160352,0.002291069243166688
0.0015553217912053219,0.0,0.0017656514415992364
0.002251502570126407,0.06856674628390336,0.0
0.003422907264539976,0.08425979413598927,0.009668246883039355
0.004975469692412915,0.016821078520962485,0.04592858125719568
0.006888139626616163,0.024961572796096898,0.008636424596366266
0.01140303791928432,0.015115811652779532,0.18613226212875733
0.043404798931938715,0.008200694999775715,0.3216275716830578
0.003054640136884945,0.01091701967055092,0.34183222370742394
0.09385856399519288,0.0,0.3767514230116813
0.24064913593977755,0.2565008299913709,0.3730238864328165
0.0,0.25651094118580287,0.31045967899606475
0.0,0.2565109411858033,0.3768925766676726
0.00011106360344292909,0.0019843267224450845,0.3076633981789395
0.00784348692237924,0.15771154334532478,0.0855656201851489
0.0014977914231635303,0.1588786478340597,0.14707036456533074
0.0,0.16660927579131934,0.17482046900136794
0.002773231803680054,0.19497117983239332,0.18449662499722852
0.0032914290036346605,0.22865481267758014,0.20112467310890347
0.005717056411818189,0.2468237957088999,0.203362061914372
0.023943944725358213,0.29701087315456387,0.024029631945252206
